时间,收盘点位,市值(元),流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点,PE-TTM 50%分位点,PE-TTM 20%分位点
2021-06-02,19332.5601,6499160879900.338,4974502085026,44.8086,0.8606,39.827,35.1821,31.5084
2021-06-01,19688.0023,6626848492431.498,5066276157297,45.6889,0.8698,39.8047,35.181,31.5084
2021-05-31,19533.2269,6538969155053.61,4999677167573,45.083,0.8645,39.7956,35.1798,31.5084
2021-05-28,19203.2773,6443264858961.571,4926965741180,44.4232,0.854,39.7885,35.1758,31.5084
2021-05-27,19556.4038,6568989829749.72,5017546815785,45.29,0.8668,39.786,35.1718,31.5084
2021-05-26,19461.0146,6521355635974.159,4984279337040,44.9616,0.8639,39.786,35.1716,31.4861
2021-05-25,19358.7013,6516538911489.051,4980295781334,44.9284,0.8631,39.784,35.1714,31.4861
2021-05-24,18987.8615,6354206196560.739,4856306227271,43.8092,0.8493,39.7708,35.1665,31.4861
2021-05-21,19064.3552,6389707660058.469,4876542458823,44.054,0.8513,39.744,35.1616,31.4861
2021-05-20,19317.5633,6459397288205.452,4931080510534,44.5344,0.856,39.721,35.1611,31.4861
2021-05-19,19149.4528,6429133854339.459,4918168564597,44.3258,0.8548,39.721,35.1605,31.4503
2021-05-18,19282.9876,6470633761995.58,4950171746297,44.6119,0.8584,39.6862,35.1554,31.4503
2021-05-17,19372.7988,6532534867813.2295,4993725351825,45.0387,0.8644,39.6287,35.1502,31.4503
2021-05-14,19091.4311,6385042031288.721,4890080574251,44.0218,0.8526,39.6062,35.1467,31.4503
2021-05-13,18789.8132,6266550212985.02,4797073566786,43.2049,0.8464,39.6027,35.1432,31.4503
2021-05-12,18599.3628,6223491215630.16,4761801577368,42.908,0.8431,39.6027,35.1429,31.4469
2021-05-11,18298.8685,6122471220264.54,4667930577146,42.2115,0.8341,39.5691,35.1425,31.4469
2021-05-10,18079.5452,6022457019572.458,4585668487676,41.5219,0.8256,39.5668,35.1414,31.4469
2021-05-07,17966.1023,5942551633328.538,4442499845362,40.971,0.8174,39.4314,35.1402,31.4469
2021-05-06,18490.1459,6135085617665.261,4579139456071,42.2985,0.8352,39.4013,35.1378,31.4469
2021-04-30,19022.4923,6364088578172.553,4742437619584,43.6046,0.8497,39.4013,35.1353,31.4434
2021-04-29,18746.3303,6273331652375.132,4671000535059,44.1384,0.8537,39.3852,35.1351,31.4434
2021-04-28,18776.6365,6284235790865.759,4658641516670,45.3029,0.8663,39.3713,35.1348,31.4434
2021-04-27,18642.7628,6192675315253.42,4593516905354,44.9078,0.863,39.3577,35.134,31.4434
2021-04-26,18333.9934,6049450524549.901,4492838945440,44.0952,0.8539,39.3059,35.1332,31.4434
2021-04-23,18379.9844,6083476549253.19,4512139915771,44.6027,0.8584,39.3059,35.1321,31.4364
2021-04-22,18180.7179,5934923988576.272,4415897026514,45.2007,0.8656,39.2905,35.1309,31.4364
2021-04-21,18117.2694,5942164122911.319,4417445162276,45.373,0.8672,39.2901,35.1283,31.4364
2021-04-20,17803.6809,5831257502968.78,4336921669863,44.7869,0.8631,39.2893,35.1256,31.4364
2021-04-19,17748.0984,5804892760682.032,4314934351841,45.4675,0.8675,39.231,35.1237,31.4364
2021-04-16,17486.4502,5672834630903.771,4214187152782,44.4839,0.8585,39.231,35.1217,31.423
2021-04-15,17435.5659,5688888740407.142,4222606354753,44.6694,0.8609,39.2021,35.1207,31.423
2021-04-14,17440.8289,5720227669648.18,4248617302998,44.9378,0.8641,39.198,35.1198,31.423
2021-04-13,17296.0422,5692498343949.713,4233677609871,44.72,0.8624,39.1866,35.1184,31.423
2021-04-12,17206.9618,5642001569869.731,4202206971195,45.185,0.866,39.1737,35.1171,31.423
2021-04-09,17650.994,5810496528924.821,4322075646560,46.5809,0.8754,39.1737,35.1151,31.4046
2021-04-08,17802.8713,5896218757043.187,4386042545946,47.333,0.8839,39.1627,35.113,31.4046
2021-04-07,17619.9049,5792830721819.191,4322118700091,46.575,0.8757,39.1603,35.1129,31.4046
2021-04-06,17731.7254,5820963887120.11,4345655757042,46.8012,0.8805,39.1527,35.1127,31.4046
2021-04-02,17791.1259,5885236019137.021,4392309489172,47.3179,0.8837,39.1411,35.1103,31.4046
2021-04-01,17721.2875,5847886717521.122,4371923041623,47.0536,0.8825,39.1411,35.1079,31.3991
2021-03-31,17475.8705,5731764271740.778,4285446779410,46.1545,0.8726,39.1259,35.1078,31.3991
2021-03-30,17525.4816,5780268856695.901,4320201445422,47.3356,0.884,39.1203,35.1077,31.3991
2021-03-29,17381.3364,5688281736401.36,4254786398452,46.7636,0.8811,39.0724,35.1068,31.3991
2021-03-26,17426.5643,5703953837840.812,4265610353958,47.2803,0.8839,39.0706,35.1059,31.3991
2021-03-25,17095.9378,5544022780404.87,4145105976101,46.3676,0.8748,39.0706,35.1056,31.3454
2021-03-24,17016.5235,5495413966689.79,4113667560923,46.0085,0.8732,39.0515,35.1052,31.3454
2021-03-23,17122.6578,5505786313549.61,4124461339877,46.0953,0.8735,39.0283,35.1038,31.3454
2021-03-22,17250.459,5515877546639.07,4139152791925,46.6749,0.8804,39.0192,35.1023,31.3454
2021-03-19,17082.8446,5474982476661.528,4105302641408,46.6117,0.8804,39.016,35.1017,31.3454
2021-03-18,17199.1509,5580426479553.043,4179165053697,47.4923,0.8857,39.016,35.1011,31.3275
2021-03-17,16945.2479,5461810433866.499,4098699496892,46.4828,0.8778,39.0113,35.0997,31.3275
2021-03-16,16728.9968,5417233786533.2,4065415818417,46.1034,0.8753,38.9965,35.0983,31.3275
2021-03-15,16502.7622,5351072887328.29,4019364478120,46.5903,0.8798,38.9907,35.0957,31.3275
2021-03-12,16903.8847,5566481890886.838,4165238535864,48.4658,0.8995,38.987,35.0931,31.3275
2021-03-11,16909.011,5537527929386.811,4153129370796,48.3533,0.8974,38.987,35.0925,31.3103
2021-03-10,16597.1795,5413021357463.41,4060992730318,47.2661,0.8846,38.9762,35.0918,31.3103
2021-03-09,16556.36,5301361840334.9,3987153687050,46.2911,0.8771,38.9571,35.0879,31.3103
2021-03-08,17084.0203,5467467590180.568,4110585260777,47.7415,0.889,38.9392,35.084,31.3103
2021-03-05,17658.3153,5774322834373.616,4336574938050,50.421,0.9224,38.9293,35.0822,31.3103
2021-03-04,17542.1098,5760538964558.41,4330276373057,50.3006,0.9216,38.9293,35.0803,31.3041
2021-03-03,18109.1091,6004492119653.543,4496239250683,52.4308,0.9397,38.9223,35.0787,31.3041
2021-03-02,17953.0403,5925026281925.012,4433144490340,51.7369,0.9364,38.9183,35.077,31.3041
2021-03-01,18195.3045,6048926937401.884,4520468824379,52.8188,0.9446,38.8922,35.0765,31.3041
2021-02-26,17900.3444,5965076467290.1,4464152665976,52.0866,0.938,38.8877,35.0759,31.3041
2021-02-25,18165.6961,6051505596693.14,4535901804509,52.8413,0.945,38.8877,35.0722,31.2965
2021-02-24,18245.2642,6047041103557.119,4532360426712,52.8023,0.945,38.8627,35.0685,31.2965
2021-02-23,18688.5125,6270740289716.058,4700596660617,54.7557,0.9565,38.84,35.0682,31.2965
2021-02-22,18697.992,6293489750153,4708388374149,54.9543,0.9573,38.8146,35.0678,31.2965
2021-02-19,19135.5358,6571500775586.85,4897395866935,57.3819,0.9739,38.8045,35.0656,31.2965
2021-02-18,18989.3078,6571294317696.441,4887718986461,57.3801,0.9739,38.8045,35.0634,31.2622
2021-02-10,19389.7611,6840034241623.901,5060402954511,59.7267,0.9826,38.8014,35.0576,31.2622
2021-02-09,18928.7905,6672947948103.719,4940151940863,58.2677,0.9784,38.7897,35.0518,31.2622
2021-02-08,18587.598,6550861661027.588,4849591148537,57.2017,0.9734,38.7688,35.0468,31.2622
2021-02-05,18286.566,6426728153980.079,4759736165526,56.1177,0.968,38.756,35.0418,31.2622
2021-02-04,18098.6946,6279081596012.933,4660372510090,54.8285,0.9597,38.756,35.0384,31.2161
2021-02-03,18451.9143,6366001335445.57,4724723497674,55.5875,0.9663,38.7451,35.035,31.2161
2021-02-02,18439.6173,6336750873763.178,4707560721933,55.3321,0.9647,38.7435,35.0342,31.2161
2021-02-01,18323.5856,6264467889382.599,4639881902228,54.7009,0.9601,38.7366,35.0333,31.2161
2021-01-29,18047.3893,6140339656454.22,4557594496614,53.617,0.9563,38.7188,35.0246,31.2161
2021-01-28,18233.5072,6172342977251.551,4586852940853,53.8965,0.9588,38.7188,35.0159,31.215
2021-01-27,18763.3838,6364135248318.041,4721665116663,55.5712,0.9663,38.7139,35.0152,31.215
2021-01-26,18867.5144,6392573308600.237,4742564410587,55.8195,0.9667,38.7023,35.0144,31.215
2021-01-25,19377.991,6611843381972.61,4885896080089,57.7342,0.9754,38.69,35.0111,31.215
2021-01-22,19400.0999,6570333905552.972,4863551174012,57.3717,0.975,38.6842,35.0077,31.215
2021-01-21,18786.5549,6304006785796.312,4680116526521,55.0461,0.9629,38.6842,35.0072,31.1916
2021-01-20,18408.3411,6160963944874.308,4582335843654,53.7971,0.9604,38.6601,35.0068,31.1916
2021-01-19,17965.8908,5947689591045.062,4441068709980,51.9348,0.9466,38.6268,35.0056,31.1916
2021-01-18,18151.9835,6052415657937.835,4517551883759,52.8493,0.9536,38.608,35.0044,31.1916
2021-01-15,17999.6853,6021319891124.56,4502820494275,52.2313,0.9482,38.569,35.0041,31.1916
2021-01-14,18095.6599,6025376012154.29,4509464946226,52.2665,0.9486,38.569,35.0039,31.1715
2021-01-13,18141.7835,6117664149151.633,4564217199549,53.067,0.9552,38.5646,35.0038,31.1715
2021-01-12,18331.1547,6211183338509.221,4624878769695,53.8783,0.9607,38.5544,35.0038,31.1715
2021-01-11,18053.6343,6092228044465.73,4544485157227,52.8464,0.9544,38.54,35.0009,31.1715
2021-01-08,18201.4249,6163240644592.212,4607935101840,53.4624,0.9585,38.5359,34.9981,31.1715
2021-01-07,18103.8548,6166317999090.617,4610298320377,53.4891,0.9589,38.5359,34.9939,31.1209
2021-01-06,18289.6938,6136187048356.149,4588233902461,53.2277,0.9573,38.5255,34.9896,31.1209
2021-01-05,18070.3843,6020793770073.25,4512820640836,52.2267,0.9509,38.5094,34.9857,31.1209
2021-01-04,17721.4714,5899704124671.28,4423774329575,51.1764,0.9476,38.4946,34.9817,31.1209
2020-12-31,17704.0516,5892831034895.412,4439325767742,51.1167,0.9471,38.4723,34.9799,31.1209
2020-12-30,17493.5893,5825973477135.521,4391105098415,50.5368,0.9404,38.4723,34.9782,31.0727
2020-12-29,17412.5913,5736636396829.532,4323909903792,49.7618,0.932,38.4547,34.9778,31.0727
2020-12-28,17514.5956,5788211836468.24,4360797813307,50.2092,0.937,38.4331,34.9775,31.0727
2020-12-25,17678.847,5854820159708.87,4429151647958,50.787,0.9445,38.4295,34.9737,31.0727
2020-12-24,17560.0807,5752233316269.29,4350522067427,49.8971,0.9348,38.4253,34.9698,31.0727
2020-12-23,17791.7871,5756290481469.882,4357240968994,49.9323,0.9352,38.4253,34.9695,31.0627
2020-12-22,17967.7437,5777342143820.979,4378746141555,50.1149,0.9369,38.4182,34.9692,31.0627
2020-12-21,18037.8231,5820037913422.7,4408530464245,50.4853,0.9406,38.3908,34.9684,31.0627
2020-12-18,17848.7775,5736431295657.698,4351001358961,49.7601,0.9343,38.3764,34.9675,31.0627
2020-12-17,18105.2035,5779689078897.062,4385829278095,50.1353,0.9376,38.3632,34.9662,31.0627
2020-12-16,17892.177,5657968541441.75,4276659111600,49.0795,0.9271,38.3632,34.9649,31.0202
2020-12-15,17957.5818,5641792876735.01,4258276166039,48.9391,0.9249,38.3577,34.9646,31.0202
2020-12-14,17757.8956,5540966547912.361,4178188816991,48.0645,0.9148,38.3395,34.9644,31.0202
2020-12-11,17564.3481,5173794926372.59,4075046354446,48.7072,0.9223,38.3378,34.9642,31.0202
2020-12-10,17817.3845,5211903488417.2,4111737695610,49.066,0.9265,38.33,34.9641,31.0202
2020-12-09,17710.2275,5159443896821.58,4076773547508,48.5721,0.9214,38.33,34.9621,31.0126
2020-12-08,17969.2123,5230465577015.25,4131078241838,49.2407,0.9294,38.3131,34.9601,31.0126
2020-12-07,18002.4401,5230059547251.97,4134322642301,49.2369,0.9294,38.303,34.9571,31.0126
2020-12-04,18127.1617,5270796700795.979,4173399609486,49.6204,0.9332,38.2937,34.9541,31.0126
2020-12-03,17938.6088,5201136844905.029,4112437661927,48.9646,0.9268,38.2755,34.9536,31.0126
2020-12-02,17628.0323,5086666536173.051,4022091721738,47.887,0.9145,38.2755,34.9532,30.9931
2020-12-01,17596.0524,5094235813777.961,4027636797822,47.9583,0.9157,38.2668,34.9487,30.9931
2020-11-30,17248.5896,4969551910845.07,3929918334154,46.7844,0.9068,38.264,34.9443,30.9931
2020-11-27,17241.408,4961520627325.05,3925690887231,46.7088,0.9067,38.2352,34.9432,30.9931
2020-11-26,17192.4001,4932323208480.358,3900104841440,46.434,0.9025,38.2291,34.9421,30.9931
2020-11-25,17221.4141,4933448335566.741,3903382052545,46.4446,0.9028,38.2291,34.9414,30.9917
2020-11-24,17557.3332,5055631656732.422,3994488021272,47.5948,0.9117,38.2232,34.9408,30.9917
2020-11-23,17701.0705,5103033432111.68,4025866881152,48.0411,0.9168,38.2201,34.9389,30.9917
2020-11-20,17743.4499,5112620449634.361,4036312226342,48.1313,0.9184,38.2114,34.937,30.9917
2020-11-19,17616.412,5078537395618.26,4005294657671,47.8105,0.9146,38.1905,34.9357,30.9917
2020-11-18,17520.7601,5037846863977.489,3976129960683,47.4274,0.9111,38.1905,34.9344,30.9843
2020-11-17,17680.244,5119561355387.7705,4026152124151,48.1967,0.9188,38.1856,34.9332,30.9843
2020-11-16,18029.2321,5255918002912.958,4123887768762,49.4804,0.9319,38.1819,34.9319,30.9843
2020-11-13,17891.0021,5204301165871.512,4090095261281,48.9944,0.9272,38.1734,34.9307,30.9843
2020-11-12,17923.6811,5223042036627.259,4106788436291,49.1709,0.9293,38.1716,34.9296,30.9843
2020-11-11,17828.7172,5181135656416.71,4070024812897,48.7763,0.9259,38.1716,34.9217,30.9788
2020-11-10,18193.4533,5308649463228.249,4164351035013,49.9768,0.9361,38.1632,34.9138,30.9788
2020-11-09,18408.4787,5392281357178.84,4218959387319,50.7641,0.9437,38.1515,34.9137,30.9788
2020-11-06,18121.0583,5299797460488.212,4150878207360,49.8935,0.9364,38.1485,34.9137,30.9788
2020-11-05,18500.9985,5443009594330.069,4255430637040,51.2417,0.9479,38.1326,34.9109,30.9788
2020-11-04,18393.765,5437964849706.182,4246799030497,51.1942,0.9475,38.1326,34.9082,30.965
2020-11-03,18448.3183,5426787556523.64,4237950526203,51.089,0.9466,38.126,34.9064,30.965
2020-11-02,18172.6331,5352374832340.158,4178311223538,50.3884,0.9393,38.1156,34.9046,30.965
2020-10-30,18329.2659,5380768171798.481,4203607638980,50.8377,0.9453,38.0764,34.9041,30.965
2020-10-29,18735.3977,5484549452278.488,4285714217283,52.7732,0.9547,38.0751,34.9036,30.965
2020-10-28,18430.687,5365484898656.11,4208088892875,52.4786,0.9512,38.0751,34.9029,30.9467
2020-10-27,18464.2241,5331277586050.411,4187019717772,53.0178,0.9555,38.0507,34.9022,30.9467
2020-10-26,18142.1809,5218669445163.32,4100538763189,52.7166,0.955,38.0499,34.8972,30.9467
2020-10-23,18045.3293,5177130408784.569,4067459618625,52.3404,0.952,38.0317,34.8922,30.9467
2020-10-22,18535.7126,5339299522504.04,4192469801343,54.1577,0.961,38.0263,34.8916,30.9467
2020-10-21,18782.3633,5411126443684.951,4247509676306,55.1374,0.9627,38.0263,34.8909,30.9452
2020-10-20,18882.0701,5428336084471.92,4262291199190,55.5466,0.9661,38.0244,34.8892,30.9452
2020-10-19,18722.6454,5377209974300.98,4224082577849,55.2265,0.9657,38.0092,34.8875,30.9452
2020-10-16,19187.4797,5518007452234.401,4334707205932,56.6726,0.9708,38.0053,34.8857,30.9452
2020-10-15,19083.3373,5492135509244.761,4319162605432,56.6151,0.9708,38.0027,34.884,30.9452
2020-10-14,19307.7261,5546154686070.2,4358791032961,57.1719,0.9734,38.0027,34.8839,30.9442
2020-10-13,19401.5316,5564148644030.98,4377823270504,57.3574,0.9742,37.9897,34.8837,30.9442
2020-10-12,19200.1584,5510918203693.787,4335233041061,56.8549,0.9729,37.9892,34.882,30.9442
2020-10-09,18702.162,5344213815574.521,4210489537527,55.1608,0.9664,37.9847,34.8803,30.9442
2020-09-30,18267.0438,5204165093558.899,4109215950842,53.7153,0.9638,37.9544,34.8772,30.9442
2020-09-29,18172.87,5155219356540.201,4075201193914,53.2101,0.9608,37.9544,34.8742,30.9079
2020-09-28,18028.255,5096940272716.101,4032786674593,52.6086,0.9578,37.9407,34.8706,30.9079
2020-09-25,18384.608,5170235812759.199,4091206914844,53.3651,0.9625,37.9235,34.8671,30.9079
2020-09-24,18382.7828,5160437016721.699,4081971036352,53.264,0.9621,37.9218,34.867,30.9079
2020-09-23,18720.7415,5246945039181.101,4152678235972,54.1569,0.9646,37.9086,34.8669,30.9079
2020-09-22,18329.2986,5106075362994.4,4049353517646,52.7029,0.9612,37.9086,34.8639,30.8805
2020-09-21,18361.1583,5087934407354.801,4019446259020,52.5156,0.9594,37.9003,34.8609,30.8805
2020-09-18,18459.7048,5120938392247.899,4044162548203,52.8563,0.9616,37.895,34.8601,30.8805
2020-09-17,18206.4055,5048048907769.799,3984262723438,52.1039,0.9598,37.8818,34.8593,30.8805
2020-09-16,18425.3632,5139388277780.201,4057303838845,53.0467,0.962,37.8807,34.8587,30.8805
2020-09-15,18678.4371,5229217835216.001,4123908937548,53.9739,0.9645,37.8807,34.8581,30.879
2020-09-14,18496.0634,5169426546589.101,4076953598110,53.3568,0.9632,37.8801,34.8572,30.879
2020-09-11,18560.6292,5200295431368.601,4107672032531,53.6754,0.9641,37.8781,34.8562,30.879
2020-09-10,18213.1762,5100194694332.999,4031192240075,52.6422,0.9623,37.8765,34.8552,30.879
2020-09-09,18449.5596,5104918340401.7,4034193863304,52.6909,0.9632,37.8699,34.8542,30.879
2020-09-08,19251.8071,5344050085860.001,4196284042962,55.1591,0.9662,37.8699,34.8484,30.8287
2020-09-07,19220.1655,5328598250075.3,4187742680601,54.9997,0.9657,37.8583,34.8427,30.8287
2020-09-04,19860.5399,5521374766953.498,4335643738311,56.9894,0.9731,37.8553,34.8413,30.8287
2020-09-03,20164.3383,5623943301199.1,4415215988659,58.0481,0.9757,37.8546,34.8399,30.8287
2020-09-02,20195.0402,5645892272213.801,4430466226206,58.2746,0.9779,37.8412,34.8338,30.8287
2020-09-01,20120.4947,5618515064477.301,4408991045014,57.9921,0.9761,37.8412,34.8277,30.7986
2020-08-31,20080.1584,5612845335856.399,4408278147262,57.9335,0.9761,37.8379,34.8254,30.7986
2020-08-28,20198.4113,5645059349854.501,4429745261371,58.5841,0.9791,37.8011,34.8232,30.7986
2020-08-27,19604.8039,5469050160720.502,4295112785062,58.2011,0.9774,37.7934,34.8214,30.7986
2020-08-26,19417.4775,5406414619010.001,4253022532981,58.4226,0.9787,37.7921,34.8196,30.7986
2020-08-25,19606.3328,5419773127734.2,4262285824322,59.094,0.9808,37.7921,34.819,30.7839
2020-08-24,19609.7669,5397584254118.603,4248575953569,59.1398,0.9813,37.788,34.8183,30.7839
2020-08-21,19478.8033,5363607126282.501,4215712862577,58.6731,0.9808,37.7851,34.817,30.7839
2020-08-20,19297.2122,5314871492525.801,4182210992738,58.2217,0.9795,37.7791,34.8156,30.7839
2020-08-19,19445.3706,5345811854004.201,4210080651781,59.1413,0.9817,37.7732,34.8132,30.7839
2020-08-18,19891.7625,5496124704738.399,4319812412780,60.9959,0.9882,37.7732,34.8107,30.7645
2020-08-17,19600.3328,5416730201499,4253269824159,60.6358,0.9869,37.756,34.8086,30.7645
2020-08-14,19395.3623,5358605283799.199,4204825527141,60.3666,0.9847,37.7547,34.8064,30.7645
2020-08-13,19216.9761,5313872927088.9,4170626138373,60.3686,0.9851,37.7501,34.8021,30.7645
2020-08-12,19409.592,5388205308572.802,4230995847726,61.213,0.9899,37.7449,34.7978,30.7645
2020-08-11,19952.117,5556049547691.099,4357192088759,63.1198,0.9939,37.7449,34.7977,30.7632
2020-08-10,20434.5597,5646711210979.799,4426247751139,64.1622,0.9961,37.7421,34.7977,30.7632
2020-08-07,20346.9456,5648548549521.499,4420967292100,64.2328,0.9965,37.7376,34.7936,30.7632
2020-08-06,20644.6924,5721539594175.897,4482254950715,65.0863,0.9987,37.7315,34.7895,30.7632
2020-08-05,20949.7205,5839185978940.1,4565054667742,66.4077,1,37.725,34.7881,30.7632
2020-08-04,20642.4266,5752542476244.3,4500416857023,65.4224,0.9996,37.725,34.7867,30.7496
2020-08-03,20827.8234,5790563480679.9,4525676895489,66.1338,1,37.7248,34.7837,30.7496
2020-07-31,20377.3233,5685508378899.698,4442454408004,65.0191,1,37.712,34.7808,30.7496
2020-07-30,20105.1365,5614486542144.699,4348004024524,64.4673,0.9996,37.699,34.777,30.7496
2020-07-29,19985.7878,5596704165747,4310986263054,64.2631,0.9996,37.6929,34.7731,30.7496
2020-07-28,19269.0932,5406433749918.001,4164093823657,62.0783,0.9965,37.6929,34.7711,30.7389
2020-07-27,19144.5945,5381286702789.7,4150060082526,61.7896,0.996,37.6868,34.769,30.7389
2020-07-24,18981.012,5302907252298.898,4091748179196,60.8896,0.9934,37.6817,34.7687,30.7389
2020-07-23,20195.399,5631821635009.9,4344203907691,64.6663,1,37.6812,34.7683,30.7389
2020-07-22,19761.0607,5503703607077.5,4250557512692,63.1952,0.9991,37.6759,34.7678,30.7389
2020-07-21,19477.0413,5430114268506.4,4197671247194,62.3502,0.9978,37.6759,34.7674,30.7271
2020-07-20,18939.7249,5252831995415.799,4063679817891,60.3832,0.993,37.6723,34.7671,30.7271
2020-07-17,18952.6495,5279249917451.6,4079428521351,60.6869,0.9947,37.6652,34.7669,30.7271
2020-07-16,18704.3997,5197885423962.501,4019598710249,59.7516,0.9925,37.6608,34.766,30.7271
2020-07-15,20077.4432,5553904454718.401,4305314035596,63.8442,1,37.6606,34.7651,30.7271
2020-07-14,20052.1982,5483922790195.3,4251616574673,63.0397,0.9991,37.6606,34.7638,30.723
2020-07-13,20200.4865,5506985336799.2,4267021840299,63.3048,1,37.6585,34.7626,30.723
2020-07-10,19448.6952,5313570454997,4119315249249,61.0814,0.9969,37.658,34.7608,30.723
2020-07-09,19268.2478,5255564199262.699,4076895714795,60.4146,0.9956,37.6547,34.759,30.723
2020-07-08,18614.4563,5068477348135.199,3940984637898,58.264,0.9929,37.6435,34.7589,30.723
2020-07-07,18543.0502,5050009589751.1,3932571044065,58.0517,0.9929,37.6435,34.7588,30.712
2020-07-06,18268.0945,4943820042706.601,3834690404660,56.831,0.9916,37.6406,34.7563,30.712
2020-07-03,18139.1266,4937538640734.498,3819457993235,56.7588,0.9916,37.6362,34.7539,30.712
2020-07-02,17917.5157,4860743960293.301,3770969954154,55.876,0.9894,37.631,34.7536,30.712
2020-07-01,17964.8917,4902100384625.699,3792267497755,56.3514,0.9907,37.6228,34.7533,30.712
2020-06-30,18246.419,4984350909438.3,3850161550062,57.2969,0.9925,37.6228,34.7533,30.6209
2020-06-29,17853.6697,4901628652017.8,3787328405844,56.346,0.9911,37.6136,34.7532,30.6209
2020-06-24,17692.9529,4857477753877.8,3758728570945,55.8385,0.9902,37.611,34.7517,30.6209
2020-06-23,17813.2638,4900129839664.601,3793880696449,56.3288,0.9911,37.6011,34.7502,30.6209
2020-06-22,17553.2425,4802797160632.301,3718706436475,55.2099,0.9893,37.5986,34.7499,30.6209
2020-06-19,17569.9964,4794386691982.3,3712945687444,55.1132,0.9889,37.5986,34.7496,30.5693
2020-06-18,17326.8076,4671768847149.3,3623369264114,53.7037,0.9884,37.5949,34.7479,30.5693
2020-06-17,17745.0204,4760440870712.799,3689034823949,54.723,0.9889,37.5947,34.7462,30.5693
2020-06-16,17323.3294,4664109572442.3,3608676940974,53.6156,0.9889,37.5921,34.745,30.5693
2020-06-15,17099.7827,4577460123905.302,3543195004243,52.6196,0.988,37.5824,34.7437,30.5693
